Timestamp,Humidity,Temperature,Soil Moisture,MQ135 Value
2024-07-21 19:43:01.249485,59.931488745992965,30.88837860081485,1813,1036
2024-07-21 19:59:01.249485,59.27884509931637,30.86050878939177,2338,1039
2024-07-21 20:14:01.249485,59.38503274827232,30.878789421728992,2530,1020
2024-07-21 20:30:01.249485,59.48884070065638,30.829386883323476,2334,1020
2024-07-21 20:46:01.249485,58.708338455553914,30.87624117345241,2021,1002
2024-07-21 20:59:01.249485,59.82196143190502,30.818295698132392,1665,1007
2024-07-21 21:13:01.249485,58.79761627361996,30.837240177166333,1410,1012
2024-07-21 21:29:01.249485,59.42373189288866,30.83855703521177,2307,1045
2024-07-21 21:45:01.249485,59.15774893713893,30.860215274745816,1508,1032
2024-07-21 21:59:01.249485,58.58036706268218,30.85263156014035,2441,1002
2024-07-21 22:12:01.249485,58.93322688609404,30.848225422251982,1478,1002
2024-07-21 22:25:01.249485,59.66497804146612,30.80629746791389,2015,1045
2024-07-21 22:40:01.249485,59.52661062657359,30.825252913920703,1986,1012
2024-07-21 22:55:01.249485,59.2593873287163,30.81808831398334,1732,1020
2024-07-21 23:10:01.249485,59.77344835934334,30.888419286899584,2433,1045
2024-07-21 23:26:01.249485,59.169458353722064,30.82436890033418,1691,1043
2024-07-21 23:40:01.249485,59.27384596338092,30.834819471338395,1723,1001
2024-07-21 23:53:01.249485,59.886778875143776,30.82336736908354,1426,1007
2024-07-22 00:09:01.249485,59.61087249665477,30.853148768814084,2077,1044
2024-07-22 00:25:01.249485,59.50602964901228,30.881986269719448,2305,1002
2024-07-22 00:38:01.249485,59.83395170343652,30.892583781069305,1740,1028
2024-07-22 00:54:01.249485,59.144297491953736,30.831751219871517,2208,1002
2024-07-22 01:10:01.249485,59.45620180739099,30.851755896175696,1662,1032
2024-07-22 01:26:01.249485,59.62039603907071,30.853789129974288,1880,1035
2024-07-22 01:40:01.249485,58.81826124571796,30.80478385069553,1662,1012
2024-07-22 01:56:01.249485,59.47736445597773,30.864094774189198,1489,1032
2024-07-22 02:11:01.249485,58.90024047822173,30.85436688343082,2333,1016
2024-07-22 02:25:01.249485,59.723837577270025,30.81537342542177,2432,1035
2024-07-22 02:38:01.249485,59.93196859608502,30.823467920530533,2077,1003
2024-07-22 02:52:01.249485,58.95843408823564,30.855179816805286,1590,1047
2024-07-22 03:05:01.249485,58.58975542906972,30.8527368806877,2293,1045
2024-07-22 03:18:01.249485,59.21178185912984,30.88493506554492,1384,1011
2024-07-22 03:34:01.249485,58.70901326943462,30.832513972308835,2125,1020
2024-07-22 03:48:01.249485,58.97384727676216,30.83308084618355,1413,1018
2024-07-22 04:01:01.249485,59.450210779108026,30.864188761425936,1541,1019
2024-07-22 04:15:01.249485,58.762758328239315,30.83865264448642,2222,1041
2024-07-22 04:29:01.249485,59.46062768206504,30.862517161578744,1687,1025
2024-07-22 04:42:01.249485,58.6076847338425,30.868798704405805,1721,1030
2024-07-22 04:55:01.249485,58.698915955438146,30.819653792773526,1950,1019
2024-07-22 05:09:01.249485,59.963523227663394,30.817724466510132,2227,1047
2024-07-22 05:25:01.249485,59.68955598695401,30.87078582927619,2237,1003
2024-07-22 05:40:01.249485,59.16147220377095,30.87994143894525,2328,1006
2024-07-22 05:56:01.249485,58.54995864954,30.875630056839867,2133,1002
2024-07-22 06:12:01.249485,59.57842932053961,30.868302218163173,1923,1015
2024-07-22 06:26:01.249485,58.84865178097213,30.8989215495709,1906,1020
2024-07-22 06:42:01.249485,58.91820125557928,30.89213810977348,2260,1029
2024-07-22 06:58:01.249485,59.01796376667717,30.81559754245231,1496,1030
2024-07-22 07:14:01.249485,59.19188356124716,30.881565563027703,2348,1003
2024-07-22 07:29:01.249485,59.525398384502,30.898779861606883,2412,1005
2024-07-22 07:45:01.249485,59.37649896951114,30.88575088055181,1662,1038
2024-07-22 08:01:01.249485,58.947195564654365,30.860828199513552,2032,1043
2024-07-22 08:15:01.249485,58.52002632302759,30.888095637528227,1944,1021
2024-07-22 08:29:01.249485,59.289927989926575,30.893389381737578,2375,1006
2024-07-22 08:45:01.249485,59.42884613439151,30.881482535785494,2429,1017
2024-07-22 08:58:01.249485,59.64103763232021,30.81440058846466,2461,1040
2024-07-22 09:13:01.249485,59.62880861732586,30.854723289607627,2145,1035
